IBM,03/10/2014,187.55,188.37,185.85,186.39,4594000
IBM,03/11/2014,187.41,188.45,186.04,186.76,4229600
IBM,03/12/2014,186.01,187.45,185.89,186.22,4833100
IBM,03/13/2014,186.41,187,183.71,183.9,4913200
IBM,03/14/2014,183.89,184.29,182.21,182.21,5490300
IBM,03/17/2014,182.66,186.35,182.66,185.81,4938700
IBM,03/18/2014,185.99,187.9,185.54,186.81,3961300
